Platform: Windows | torch main-process threads: 5 | cpu_count: 6
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:317: UserWarning: WARN: A Box observation space minimum value is -infinity. This is probably too low.
  logger.warn(
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:321: UserWarning: WARN: A Box observation space maximum value is infinity. This is probably too high.
  logger.warn(
E:\Github\AE4350 Project\.conda\Lib\site-packages\gymnasium\utils\env_checker.py:440: UserWarning: WARN: Not able to test alternative render modes due to the environment not having a spec. Try instantiating the environment through `gymnasium.make`
  logger.warn(
Environment check completed in 0.04s
run_dir: trained\20260715_122429\smart_cuda_brake
vec_env: DummyVecEnv
net_arch: [256, 256] | train_freq: 1 | gradient_steps: -1
arch: smart | features_dim: 256 | n_blocks: 2 | activation: relu | head net_arch: [256, 256]
    ep | steps |    reward |    r_pos |   r_fuel |   r_term |    noise |  dv/ref |  cur_d | docked | cur_prog |    ms/ep
  1620 |     2 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1494 |    2.39 |   30.0 |   0.0% |     0/16 |    366.7
  1630 |     1 |    -10.06 |   -10.06 |     0.00 |     0.00 |   0.1494 |    1.09 |   30.0 |   0.0% |      0/6 |     39.6
  1640 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1494 |    1.45 |   30.0 |   0.0% |     0/17 |    110.9
  1650 |     1 |    -10.09 |   -10.09 |     0.00 |     0.00 |   0.1494 |    1.92 |   30.0 |  20.0% |      1/4 |     72.9
  1660 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1494 |    1.21 |   30.0 |   0.0% |     2/16 |     29.9
  1670 |     2 |    -10.08 |   -10.08 |     0.00 |     0.00 |   0.1494 |    2.53 |   30.0 |   0.0% |      0/5 |    403.0
  1680 |     1 |    -10.06 |   -10.06 |     0.00 |     0.00 |   0.1494 |    1.57 |   30.0 |   0.0% |     0/14 |     60.1
  1690 |     1 |    -10.08 |   -10.08 |     0.00 |     0.00 |   0.1494 |    1.36 |   30.0 |   0.0% |      0/3 |     47.1
  1700 |     3 |     -2.89 |    -2.89 |     0.00 |     0.00 |   0.1494 |    1.93 |   30.0 |   0.0% |     0/13 |    188.4
  1710 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1494 |    1.10 |   30.0 |   0.0% |      0/5 |    355.4
  1720 |     3 |     -6.13 |    -6.13 |     0.00 |     0.00 |   0.1494 |    1.62 |   30.0 |   0.0% |     0/11 |    479.4
  1730 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1494 |    1.57 |   30.0 |   0.0% |      0/4 |     36.0
  1740 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1494 |    1.37 |   30.0 |   0.0% |     0/14 |     28.3
  1750 |     2 |    -10.08 |   -10.08 |     0.00 |     0.00 |   0.1494 |    2.36 |   30.0 |  10.0% |      0/2 |    136.6
  1760 |     2 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1494 |    2.50 |   30.0 |   0.0% |     0/13 |    118.6
  1770 |     2 |    -10.05 |   -10.05 |     0.00 |     0.00 |   0.1494 |    2.20 |   30.0 |   0.0% |      0/0 |    132.5
  1780 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1494 |    0.96 |   30.0 |   0.0% |     0/14 |     39.4
  1790 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1494 |    1.44 |   30.0 |   0.0% |      0/0 |    337.3
  1800 |     1 |    -10.07 |   -10.07 |     0.00 |     0.00 |   0.1494 |    1.11 |   30.0 |   0.0% |      0/8 |     82.8
  1810 |     2 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1494 |    2.22 |   30.0 |  10.0% |      0/0 |     69.9
  1820 |     1 |    -10.09 |   -10.09 |     0.00 |     0.00 |   0.1494 |    1.86 |   30.0 |  10.0% |      1/9 |     78.6
  1830 |     1 |    -10.06 |   -10.06 |     0.00 |     0.00 |   0.1494 |    1.31 |   30.0 |   0.0% |      0/0 |     61.2
  1840 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1494 |    0.93 |   30.0 |  20.0% |      1/7 |     66.7
  1850 |     2 |    -10.06 |   -10.06 |     0.00 |     0.00 |   0.1494 |    1.98 |   30.0 |  20.0% |     3/18 |     84.3
  1860 |     2 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1493 |    2.56 |   30.0 |   0.0% |      0/7 |    106.5
  1870 |     1 |    -10.07 |   -10.07 |     0.00 |     0.00 |   0.1493 |    1.78 |   30.0 |  20.0% |     1/18 |    308.6
  1880 |     2 |    -10.11 |   -10.11 |     0.00 |     0.00 |   0.1493 |    3.26 |   30.0 |  10.0% |      0/4 |     91.3
  1890 |     3 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1493 |    3.30 |   30.0 |   0.0% |     0/11 |    176.2
  1900 |     2 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1493 |    1.32 |   30.0 |   0.0% |      0/4 |    110.9
  1910 |     2 |    -10.09 |   -10.09 |     0.00 |     0.00 |   0.1493 |    2.34 |   30.0 |   0.0% |     0/14 |    378.7
  1920 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1493 |    0.98 |   30.0 |   0.0% |      0/3 |     47.6
  1930 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1493 |    1.29 |   30.0 |  10.0% |     1/11 |     43.0
  1940 |     3 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1493 |    3.15 |   30.0 |   0.0% |      0/0 |    149.2
  1950 |     3 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1493 |    4.07 |   30.0 |   0.0% |     0/12 |    180.0
  1960 |     2 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1493 |    2.06 |   30.0 |   0.0% |      0/3 |    125.2
  1970 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1493 |    0.97 |   30.0 |  10.0% |     1/13 |     50.8
  1980 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1493 |    1.09 |   30.0 |   0.0% |     1/19 |     51.2
  1990 |     2 |    -10.06 |   -10.06 |     0.00 |     0.00 |   0.1493 |    1.83 |   30.0 |   0.0% |      0/4 |    114.8
  2000 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1493 |    1.44 |   30.0 |   0.0% |     0/17 |     52.0
  2010 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1493 |    1.25 |   30.0 |  10.0% |      1/7 |     56.9
  2020 |     3 |    -10.06 |   -10.06 |     0.00 |     0.00 |   0.1493 |    3.97 |   30.0 |   0.0% |     1/18 |    436.1
  2030 |     2 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1493 |    2.20 |   30.0 |  10.0% |      0/7 |    129.5
  2040 |     2 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1493 |    2.02 |   30.0 |  10.0% |     0/13 |    115.7
  2050 |     1 |    -10.07 |   -10.07 |     0.00 |     0.00 |   0.1493 |    1.38 |   30.0 |   0.0% |      0/4 |    370.9
  2060 |     2 |    289.44 |     8.34 |   172.47 |   108.63 |   0.1493 |    2.90 |   30.0 |  20.0% |     1/14 |    470.0
  2070 |     4 |    -10.09 |   -10.09 |     0.00 |     0.00 |   0.1493 |    4.57 |   30.0 |   0.0% |      0/3 |    166.3
  2080 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1493 |    1.54 |   30.0 |  10.0% |     1/13 |     50.2
  2090 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1493 |    1.72 |   30.0 |   0.0% |      0/0 |     40.4
  2100 |     3 |    224.35 |     8.34 |   159.17 |    56.84 |   0.1493 |    3.14 |   30.0 |  10.0% |      0/5 |    125.6
  2110 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1493 |    0.89 |   30.0 |   0.0% |      0/0 |     53.4
  2120 |     1 |    -10.07 |   -10.07 |     0.00 |     0.00 |   0.1493 |    1.42 |   30.0 |   0.0% |      0/7 |     46.6
  2130 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1493 |    1.47 |   30.0 |   0.0% |     0/17 |     45.1
  2140 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1493 |    1.69 |   30.0 |   0.0% |      0/8 |    340.8
  2150 |     2 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1492 |    1.95 |   30.0 |  30.0% |     2/17 |     54.6
  2160 |     2 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1492 |    3.12 |   30.0 |   0.0% |      0/8 |     93.2
  2170 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1492 |    1.42 |   30.0 |  10.0% |     1/17 |     67.1
  2180 |     1 |    -10.05 |   -10.05 |     0.00 |     0.00 |   0.1492 |    1.41 |   30.0 |   0.0% |      0/9 |     46.1
  2190 |     2 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1492 |    2.78 |   30.0 |   0.0% |     0/19 |     86.3
  2200 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1492 |    0.81 |   30.0 |   0.0% |      0/4 |     44.9
  2210 |     1 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1492 |    0.63 |   30.0 |   0.0% |     0/15 |     39.1
  2220 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1492 |    1.32 |   30.0 |   0.0% |      0/5 |     72.3
  2230 |     2 |    -10.05 |   -10.05 |     0.00 |     0.00 |   0.1492 |    2.29 |   30.0 |   0.0% |     0/14 |    124.7
  2240 |     3 |      1.44 |     1.44 |     0.00 |     0.00 |   0.1492 |    3.28 |   30.0 |   0.0% |      0/3 |    197.0
  2250 |     2 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1492 |    2.90 |   30.0 |  10.0% |     0/11 |     86.3
  2260 |     2 |    -10.07 |   -10.07 |     0.00 |     0.00 |   0.1492 |    1.57 |   30.0 |  10.0% |      0/0 |     76.2
[throughput]       4008 timesteps |     79.6 steps/s |  12.56 ms/step
  2270 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1492 |    1.26 |   30.0 |  10.0% |     1/11 |    343.0
  2280 |     2 |    -10.06 |   -10.06 |     0.00 |     0.00 |   0.1492 |    1.36 |   30.0 |   0.0% |      0/1 |    107.3
  2290 |     2 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1492 |    1.76 |   30.0 |   0.0% |     0/12 |     63.0
  2300 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1492 |    1.38 |   30.0 |   0.0% |      0/0 |     59.3
  2310 |     2 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1492 |    2.22 |   30.0 |  10.0% |      0/8 |     81.3
  2320 |     2 |    -10.09 |   -10.09 |     0.00 |     0.00 |   0.1492 |    1.62 |   30.0 |  20.0% |     2/17 |     62.3
  2330 |     3 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1492 |    2.42 |   30.0 |   0.0% |      0/9 |    121.8
  2340 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1492 |    0.82 |   30.0 |   0.0% |     0/19 |     53.8
  2350 |     2 |    -10.08 |   -10.08 |     0.00 |     0.00 |   0.1492 |    2.03 |   30.0 |  10.0% |      1/7 |    368.9
  2360 |     2 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1492 |    1.56 |   30.0 |   0.0% |     1/17 |    100.3
  2370 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1492 |    0.86 |   30.0 |   0.0% |      0/6 |     42.4
  2380 |     2 |    -10.08 |   -10.08 |     0.00 |     0.00 |   0.1492 |    1.88 |   30.0 |   0.0% |     0/18 |     74.2
  2390 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1492 |    1.53 |   30.0 |   0.0% |      0/6 |     31.2
  2400 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1492 |    0.55 |   30.0 |  10.0% |     1/14 |     70.1
  2410 |     2 |    378.77 |     8.34 |   307.91 |    62.52 |   0.1492 |    1.62 |   30.0 |  20.0% |      0/2 |    103.8
  2420 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1491 |    1.87 |   30.0 |  10.0% |     2/13 |     35.5
  2430 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1491 |    1.18 |   30.0 |   0.0% |      0/2 |     37.0
  2440 |     1 |    -10.06 |   -10.06 |     0.00 |     0.00 |   0.1491 |    1.15 |   30.0 |   0.0% |     0/13 |     71.5
  2450 |     2 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1491 |    2.58 |   30.0 |  20.0% |      0/0 |    384.7
  2460 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1491 |    0.76 |   30.0 |  10.0% |     1/11 |     48.3
  2470 |     2 |     -5.43 |    -5.43 |     0.00 |     0.00 |   0.1491 |    2.19 |   30.0 |  10.0% |      0/0 |    127.7
  2480 |     3 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1491 |    3.06 |   30.0 |   0.0% |     0/10 |    156.2
  2490 |     2 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1491 |    1.91 |   30.0 |  10.0% |     1/19 |    398.8
  2500 |     2 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1491 |    2.36 |   30.0 |  10.0% |      1/7 |     85.8
  2510 |     2 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1491 |    2.80 |   30.0 |   0.0% |     1/15 |    150.6
  2520 |     3 |     -1.95 |    -1.95 |     0.00 |     0.00 |   0.1491 |    3.23 |   30.0 |  10.0% |      0/2 |    193.1
  2530 |     2 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1491 |    3.05 |   30.0 |   0.0% |     0/14 |    106.9
  2540 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1491 |    1.38 |   30.0 |  10.0% |      1/4 |     66.7
  2550 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1491 |    1.24 |   30.0 |  10.0% |     1/13 |     50.2
  2560 |     1 |    -10.07 |   -10.07 |     0.00 |     0.00 |   0.1491 |    1.00 |   30.0 |   0.0% |      0/4 |    381.6
  2570 |     3 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1491 |    2.87 |   30.0 |  20.0% |     2/14 |    428.8
  2580 |     1 |    -10.08 |   -10.08 |     0.00 |     0.00 |   0.1491 |    1.49 |   30.0 |  20.0% |      0/2 |     59.9
  2590 |     2 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1491 |    2.66 |   30.0 |   0.0% |     0/11 |     96.1
  2600 |     2 |    -10.06 |   -10.06 |     0.00 |     0.00 |   0.1491 |    2.63 |   30.0 |  20.0% |     1/18 |     90.8
  2610 |     2 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1491 |    3.40 |   30.0 |   0.0% |      0/8 |    377.8
  2620 |     2 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1491 |    2.07 |   30.0 |   0.0% |     0/16 |    111.4
  2630 |     3 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1491 |    2.03 |   30.0 |  10.0% |      1/8 |    177.0
  2640 |     3 |    -10.06 |   -10.06 |     0.00 |     0.00 |   0.1491 |    3.32 |   30.0 |  20.0% |     2/16 |    123.0
  2650 |     2 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1491 |    2.11 |   30.0 |  10.0% |      1/8 |    352.2
  2660 |     1 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1491 |    1.28 |   30.0 |   0.0% |     1/19 |     31.7
  2670 |     1 |    -10.06 |   -10.06 |     0.00 |     0.00 |   0.1491 |    1.95 |   30.0 |  10.0% |      0/5 |     53.2
  2680 |     2 |    -10.08 |   -10.08 |     0.00 |     0.00 |   0.1491 |    2.89 |   30.0 |   0.0% |     0/17 |    148.0
  2690 |     1 |    -10.05 |   -10.05 |     0.00 |     0.00 |   0.1490 |    1.48 |   30.0 |   0.0% |      0/6 |     41.5
  2700 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1490 |    0.84 |   30.0 |   0.0% |     0/16 |     50.6
  2710 |     2 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1490 |    2.21 |   30.0 |  10.0% |      1/5 |    376.6
  2720 |     2 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1490 |    2.36 |   30.0 |  10.0% |     2/16 |     99.7
  2730 |     2 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1490 |    2.83 |   30.0 |   0.0% |      0/2 |    163.6
  2740 |     4 |    -10.00 |   -10.00 |     0.00 |     0.00 |   0.1490 |    3.46 |   30.0 |   0.0% |     0/16 |    276.0
  2750 |     1 |    -10.05 |   -10.05 |     0.00 |     0.00 |   0.1490 |    0.98 |   30.0 |   0.0% |      0/4 |     68.5
  2760 |     1 |    -10.06 |   -10.06 |     0.00 |     0.00 |   0.1490 |    1.35 |   30.0 |   0.0% |     0/12 |     54.4
  2770 |     2 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1490 |    1.97 |   30.0 |   0.0% |      0/0 |    390.7
  2780 |     1 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1490 |    1.63 |   30.0 |  10.0% |      1/6 |     52.8
  2790 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1490 |    1.27 |   30.0 |  10.0% |      0/0 |    335.0
  2800 |     2 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1490 |    2.48 |   30.0 |  20.0% |     1/10 |    366.3
  2810 |     2 |    -10.08 |   -10.08 |     0.00 |     0.00 |   0.1490 |    2.51 |   30.0 |   0.0% |      0/0 |    112.2
  2820 |     3 |    579.66 |     8.35 |   500.00 |    71.32 |   0.1490 |    0.96 |   30.0 |  20.0% |     1/10 |    808.7
  2830 |     3 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1490 |    0.44 |   30.0 |   0.0% |     2/19 |    395.2
  2840 |     1 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1490 |    0.50 |   30.0 |   0.0% |      0/6 |    116.9
  2850 |     1 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1490 |    0.73 |   30.0 |   0.0% |     0/16 |    126.6
  2860 |     1 |    -10.05 |   -10.05 |     0.00 |     0.00 |   0.1490 |    1.06 |   30.0 |   0.0% |      0/6 |    439.0
  2870 |     2 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1490 |    2.67 |   30.0 |   0.0% |     0/12 |    203.1
  2880 |     3 |    -10.07 |   -10.07 |     0.00 |     0.00 |   0.1490 |    5.70 |   30.0 |   0.0% |      0/0 |    256.3
  2890 |    11 |    -10.07 |   -10.07 |     0.00 |     0.00 |   0.1490 |   19.70 |   30.0 |  60.0% |     6/12 |   1078.1
  2900 |     7 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1490 |   14.59 |   30.0 |   0.0% |      0/2 |    457.0
  2910 |     7 |    -10.12 |   -10.12 |     0.00 |     0.00 |   0.1489 |   14.74 |   30.0 |   0.0% |     0/11 |    445.2
  2920 |     7 |    -10.11 |   -10.11 |     0.00 |     0.00 |   0.1489 |   14.80 |   30.0 |   0.0% |      0/2 |    456.5
  2930 |     7 |    -10.16 |   -10.16 |     0.00 |     0.00 |   0.1489 |   14.83 |   30.0 |   0.0% |     0/12 |    473.5
  2940 |     7 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1489 |   14.85 |   30.0 |   0.0% |      0/1 |    448.2
  2950 |     7 |    -10.15 |   -10.15 |     0.00 |     0.00 |   0.1489 |   14.83 |   30.0 |   0.0% |     0/11 |    463.5
  2960 |     7 |    -10.05 |   -10.05 |     0.00 |     0.00 |   0.1489 |   14.65 |   30.0 |   0.0% |      0/1 |    445.1
  2970 |     7 |    -10.11 |   -10.11 |     0.00 |     0.00 |   0.1489 |   14.77 |   30.0 |   0.0% |     0/11 |    445.9
  2980 |     5 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1488 |   10.60 |   30.0 |   0.0% |      0/0 |    317.4
  2990 |     7 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1488 |   14.84 |   30.0 |   0.0% |     0/10 |    460.9
  3000 |     7 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1488 |   14.85 |   30.0 |   0.0% |      0/0 |    442.5
  3010 |     4 |    -10.07 |   -10.07 |     0.00 |     0.00 |   0.1488 |    7.79 |   30.0 |   0.0% |      0/9 |    263.2
[throughput]       6012 timesteps |     74.2 steps/s |  13.49 ms/step
  3020 |    12 |    -10.14 |   -10.14 |     0.00 |     0.00 |   0.1488 |   25.25 |   30.0 |   0.0% |      0/0 |    838.2
  3030 |    16 |    -10.20 |   -10.20 |     0.00 |     0.00 |   0.1488 |   33.81 |   30.0 |   0.0% |     0/10 |   1363.8
  3040 |    16 |    -10.08 |   -10.08 |     0.00 |     0.00 |   0.1487 |   33.31 |   30.0 |   0.0% |      0/0 |   1038.0
  3050 |    16 |    -10.08 |   -10.08 |     0.00 |     0.00 |   0.1487 |   33.63 |   30.0 |   0.0% |     0/10 |   1034.3
  3060 |    16 |    -10.19 |   -10.19 |     0.00 |     0.00 |   0.1487 |   33.36 |   30.0 |   0.0% |     0/19 |   1025.6
  3070 |    14 |    -10.10 |   -10.10 |     0.00 |     0.00 |   0.1486 |   29.59 |   30.0 |   0.0% |      0/9 |    907.4
  3080 |    16 |    -10.09 |   -10.09 |     0.00 |     0.00 |   0.1486 |   33.77 |   30.0 |   0.0% |     0/19 |   1093.6
  3090 |    14 |    -10.17 |   -10.17 |     0.00 |     0.00 |   0.1486 |   29.64 |   30.0 |   0.0% |      0/8 |   1052.6
  3100 |    10 |    -10.13 |   -10.13 |     0.00 |     0.00 |   0.1486 |   20.85 |   30.0 |   0.0% |     0/17 |    686.6
  3110 |    16 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1485 |   33.26 |   30.0 |   0.0% |      0/8 |   1107.6
  3120 |    14 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1485 |   29.65 |   30.0 |   0.0% |     0/18 |    939.2
  3130 |    12 |    -10.14 |   -10.14 |     0.00 |     0.00 |   0.1485 |   25.34 |   30.0 |   0.0% |      0/8 |    871.8
  3140 |    16 |    -10.14 |   -10.14 |     0.00 |     0.00 |   0.1485 |   33.86 |   30.0 |   0.0% |     0/17 |   1063.1
  3150 |    16 |    -10.07 |   -10.07 |     0.00 |     0.00 |   0.1484 |   33.79 |   30.0 |   0.0% |      0/8 |   1087.9
[throughput]       8016 timesteps |     83.2 steps/s |  12.02 ms/step
  3160 |    16 |    -10.13 |   -10.13 |     0.00 |     0.00 |   0.1484 |   33.90 |   30.0 |   0.0% |     0/18 |   1164.4
  3170 |    15 |    -10.12 |   -10.12 |     0.00 |     0.00 |   0.1484 |   31.67 |   30.0 |   0.0% |      0/7 |   1014.0
  3180 |    16 |    -10.09 |   -10.09 |     0.00 |     0.00 |   0.1483 |   33.41 |   30.0 |   0.0% |     0/17 |   1374.6
  3190 |    16 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1483 |   33.61 |   30.0 |   0.0% |      0/7 |   1399.1
  3200 |    16 |    -10.07 |   -10.07 |     0.00 |     0.00 |   0.1483 |   33.94 |   30.0 |   0.0% |     0/17 |   1487.0
  3210 |    15 |    -10.11 |   -10.11 |     0.00 |     0.00 |   0.1483 |   31.69 |   30.0 |   0.0% |      0/6 |   1154.5
  3220 |    10 |    -10.12 |   -10.12 |     0.00 |     0.00 |   0.1482 |   21.04 |   30.0 |   0.0% |     0/16 |    750.5
  3230 |    12 |    -10.08 |   -10.08 |     0.00 |     0.00 |   0.1482 |   25.43 |   30.0 |   0.0% |      0/6 |    831.3
  3240 |    16 |    -10.20 |   -10.20 |     0.00 |     0.00 |   0.1482 |   33.71 |   30.0 |   0.0% |     0/16 |   1164.4
  3250 |    16 |    -10.05 |   -10.05 |     0.00 |     0.00 |   0.1481 |   33.94 |   30.0 |   0.0% |      0/5 |   1398.3
  3260 |    11 |    -10.04 |   -10.04 |     0.00 |     0.00 |   0.1481 |   16.97 |   30.0 |   0.0% |     0/15 |    775.9
  3270 |    20 |    -10.16 |   -10.16 |     0.00 |     0.00 |   0.1481 |   30.50 |   30.0 |   0.0% |      0/4 |   1356.0
  3280 |    12 |    -10.03 |   -10.03 |     0.00 |     0.00 |   0.1481 |   20.24 |   30.0 |   0.0% |     0/15 |    823.9
  3290 |     2 |    259.53 |     8.34 |   139.35 |   111.85 |   0.1480 |    3.59 |   30.0 |  20.0% |      0/1 |    507.4
  3300 |     2 |    -10.09 |   -10.09 |     0.00 |     0.00 |   0.1480 |    3.50 |   30.0 |  50.0% |     7/12 |    294.4
  3310 |     2 |    203.28 |     8.34 |   138.70 |    56.24 |   0.1480 |    3.60 |   30.0 |  40.0% |      0/0 |    331.2
  3320 |     2 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1480 |    3.52 |   30.0 |  30.0% |      4/8 |    376.4
  3330 |     2 |    -10.05 |   -10.05 |     0.00 |     0.00 |   0.1480 |    3.53 |   30.0 |   0.0% |      0/0 |    245.7
  3340 |     2 |    -10.02 |   -10.02 |     0.00 |     0.00 |   0.1480 |    3.55 |   30.0 |  40.0% |      4/6 |    404.9
  3350 |     2 |    -10.07 |   -10.07 |     0.00 |     0.00 |   0.1480 |    3.56 |   30.0 |   0.0% |     4/18 |    405.3
  3360 |     2 |    -10.05 |   -10.05 |     0.00 |     0.00 |   0.1480 |    3.57 |   30.0 |   0.0% |      0/6 |    408.1
  3370 |     3 |    160.93 |     8.36 |    88.05 |    64.52 |   0.1480 |    5.68 |   30.0 |  50.0% |     0/12 |    419.6
  3380 |     2 |    255.16 |     8.35 |   137.75 |   109.07 |   0.1480 |    3.63 |   30.0 |  40.0% |      0/0 |    174.0
[throughput]      10020 timesteps |     65.4 steps/s |  15.30 ms/step
  3390 |     2 |    -10.10 |   -10.10 |     0.00 |     0.00 |   0.1480 |    3.60 |   30.0 |  90.0% |    12/12 |    402.3
  3400 |     2 |    -10.13 |   -10.13 |     0.00 |     0.00 |   0.1480 |    3.59 |   30.0 |   0.0% |    12/18 |    409.5
  3410 |     2 |    -10.07 |   -10.07 |     0.00 |     0.00 |   0.1480 |    3.54 |   30.0 |   0.0% |      0/6 |    398.7
  3420 |     2 |    -10.09 |   -10.09 |     0.00 |     0.00 |   0.1480 |    3.54 |   30.0 |   0.0% |     0/18 |    401.6
  3430 |     2 |    202.51 |     8.34 |   137.99 |    56.18 |   0.1480 |    3.62 |   30.0 |  50.0% |      0/0 |    215.2
  3440 |     2 |    -10.08 |   -10.08 |     0.00 |     0.00 |   0.1480 |    3.57 |   30.0 |  50.0% |     8/12 |    279.2
  3450 |     3 |    160.61 |     8.36 |    87.81 |    64.43 |   0.1480 |    5.69 |   30.0 |  20.0% |      0/0 |    435.0
  3460 |     2 |    -10.08 |   -10.08 |     0.00 |     0.00 |   0.1480 |    3.57 |   30.0 |  50.0% |      6/6 |    414.5
  3470 |     3 |    160.76 |     8.38 |    87.49 |    64.89 |   0.1480 |    5.72 |   30.0 |  30.0% |      0/0 |    386.7
  3480 |     2 |    -10.05 |   -10.05 |     0.00 |     0.00 |   0.1480 |    3.57 |   30.0 |  50.0% |     6/10 |    397.4
  3490 |     2 |    -10.01 |   -10.01 |     0.00 |     0.00 |   0.1480 |    3.61 |   30.0 |  30.0% |     8/19 |    626.9
